geliefert;Partner-Nr.;Anzahl;Post-Anrede;Post-Name1;Post-Name2;Post-Straße;Post-PLZ;Post-Ort;Floh;Teile;Aufkl. 1;Gew. Paket 1;FLOH_Druck;Aufkl. 2;Aufkl. 3;Gew. Paket 2;Gew. Paket 3;Gesamtgewicht;Verketten
5313;24678800;1200;Blumenhaus;Schultz,;Astrid, Flora- Shop;Scholtenstr. 26;16816;Neuruppin;0257;1;Pak 1/2;26,7;0257-Pak 1/2;Pak 2/2;;1;;27,7;0257-Pak 1/2
5313;24678800;1200;Blumenhaus;Schultz,;Astrid, Flora- Shop;Scholtenstr. 26;16816;Neuruppin;0257;1;Pak 2/2;1;0257-Pak 2/2;;;;;;0257-Pak 2/2
5097;20174900;1200;Blumenhaus;Burmester,;Jutta;Osterstr. 95;20259;Hamburg;0258;1;Pak 1/2;26,7;0258-Pak 1/2;Pak 2/2;;1;;27,7;0258-Pak 1/2
5097;20174900;1200;Blumenhaus;Burmester,;Jutta;Osterstr. 95;20259;Hamburg;0258;1;Pak 2/2;1;0258-Pak 2/2;;;;;;0258-Pak 2/2
1088;01906100;1200;Blumenhaus;Schoknecht,;Freddy, Hansefloristik;Thielbek 15;20355;Hamburg;0259;1;Pak 1/2;26,7;0259-Pak 1/2;Pak 2/2;;1;;27,7;0259-Pak 1/2
1088;01906100;1200;Blumenhaus;Schoknecht,;Freddy, Hansefloristik;Thielbek 15;20355;Hamburg;0259;1;Pak 2/2;1;0259-Pak 2/2;;;;;;0259-Pak 2/2
610;01120600;1200;Blumenhaus;Meyer;Marina;Adolfstr. 18;21244;Buchholz;0260;1;Pak 1/2;26,7;0260-Pak 1/2;Pak 2/2;;1;;27,7;0260-Pak 1/2
610;01120600;1200;Blumenhaus;Meyer;Marina;Adolfstr. 18;21244;Buchholz;0260;1;Pak 2/2;1;0260-Pak 2/2;;;;;;0260-Pak 2/2
87;00156300;1200;Blumenhaus;Hester-Faber,;Birgitt;Waitzstr. 19;22607;Hamburg;0261;1;Pak 1/2;26,7;0261-Pak 1/2;Pak 2/2;;1;;27,7;0261-Pak 1/2
87;00156300;1200;Blumenhaus;Hester-Faber,;Birgitt;Waitzstr. 19;22607;Hamburg;0261;1;Pak 2/2;1;0261-Pak 2/2;;;;;;0261-Pak 2/2
1703;03010300;1200;Blumenhaus;Schroeder,;Corinna, Floral-art-Ottensen;Ottenser Hauptstr. 40;22765;Hamburg;0262;1;Pak 1/2;26,7;0262-Pak 1/2;Pak 2/2;;1;;27,7;0262-Pak 1/2
1703;03010300;1200;Blumenhaus;Schroeder,;Corinna, Floral-art-Ottensen;Ottenser Hauptstr. 40;22765;Hamburg;0262;1;Pak 2/2;1;0262-Pak 2/2;;;;;;0262-Pak 2/2
510;00929400;1200;Blumenhaus;Gärtnerei Köhler Handelsgesellschaft mbH;;Moislinger Allee 155 a;23558;Lübeck;0263;1;Pak 1/2;26,7;0263-Pak 1/2;Pak 2/2;;1;;27,7;0263-Pak 1/2
510;00929400;1200;Blumenhaus;Gärtnerei Köhler Handelsgesellschaft mbH;;Moislinger Allee 155 a;23558;Lübeck;0263;1;Pak 2/2;1;0263-Pak 2/2;;;;;;0263-Pak 2/2
4179;09048500;1200;Blumenhaus;Beuttel,;Martina, Tina's Blumen;Schulweg 1;24340;Eckernförde;0264;1;Pak 1/2;26,7;0264-Pak 1/2;Pak 2/2;;1;;27,7;0264-Pak 1/2
4179;09048500;1200;Blumenhaus;Beuttel,;Martina, Tina's Blumen;Schulweg 1;24340;Eckernförde;0264;1;Pak 2/2;1;0264-Pak 2/2;;;;;;0264-Pak 2/2
707;01268700;1200;Blumenhaus;Blumen Otto Wrigge,;Inh. Marion Gullert e.K.;Rendsburger Str. 13;24534;Neumünster;0265;1;Pak 1/2;26,7;0265-Pak 1/2;Pak 2/2;;1;;27,7;0265-Pak 1/2
707;01268700;1200;Blumenhaus;Blumen Otto Wrigge,;Inh. Marion Gullert e.K.;Rendsburger Str. 13;24534;Neumünster;0265;1;Pak 2/2;1;0265-Pak 2/2;;;;;;0265-Pak 2/2
3709;07797900;1200;Blumenhaus;Blumen Prahm,;Inh. Hannelore Pertzel;Am Friedenshügel 22;24941;Flensburg;0266;1;Pak 1/2;26,7;0266-Pak 1/2;Pak 2/2;;1;;27,7;0266-Pak 1/2
3709;07797900;1200;Blumenhaus;Blumen Prahm,;Inh. Hannelore Pertzel;Am Friedenshügel 22;24941;Flensburg;0266;1;Pak 2/2;1;0266-Pak 2/2;;;;;;0266-Pak 2/2
531;00967500;1200;Blumenhaus;Mügge,;Katrin, Blumen Nachtigall;Südersteinstr. 8;27472;Cuxhaven;0267;1;Pak 1/2;26,7;0267-Pak 1/2;Pak 2/2;;1;;27,7;0267-Pak 1/2
531;00967500;1200;Blumenhaus;Mügge,;Katrin, Blumen Nachtigall;Südersteinstr. 8;27472;Cuxhaven;0267;1;Pak 2/2;1;0267-Pak 2/2;;;;;;0267-Pak 2/2
4395;09451900;1200;Blumenhaus;Sauerbier,;Karl-Hermann, Blumen Sauerbier;Brückenstr. 18;29549;Bad Bevensen;0268;1;Pak 1/2;26,7;0268-Pak 1/2;Pak 2/2;;1;;27,7;0268-Pak 1/2
4395;09451900;1200;Blumenhaus;Sauerbier,;Karl-Hermann, Blumen Sauerbier;Brückenstr. 18;29549;Bad Bevensen;0268;1;Pak 2/2;1;0268-Pak 2/2;;;;;;0268-Pak 2/2
4255;09201100;1200;Blumenhaus;Becker,;Udo;Uetzer Str. 95;31303;Burgdorf;0269;1;Pak 1/2;26,7;0269-Pak 1/2;Pak 2/2;;1;;27,7;0269-Pak 1/2
4255;09201100;1200;Blumenhaus;Becker,;Udo;Uetzer Str. 95;31303;Burgdorf;0269;1;Pak 2/2;1;0269-Pak 2/2;;;;;;0269-Pak 2/2
3522;07258000;1200;Blumenhaus;Schlüter,;Ralf, Erlebnisgärtnerei;Hermann-Löns-Str. 88;32547;Bad Oeynhausen;0270;1;Pak 1/2;26,7;0270-Pak 1/2;Pak 2/2;;1;;27,7;0270-Pak 1/2
3522;07258000;1200;Blumenhaus;Schlüter,;Ralf, Erlebnisgärtnerei;Hermann-Löns-Str. 88;32547;Bad Oeynhausen;0270;1;Pak 2/2;1;0270-Pak 2/2;;;;;;0270-Pak 2/2
649;01178700;1200;Blumenhaus;1A FLORALES ANGELI @ LINK;BLUMEN + PRÄSENTE - weltweit - e.K.;Am Bahnhof 3;36037;Fulda;0271;1;Pak 1/2;26,7;0271-Pak 1/2;Pak 2/2;;1;;27,7;0271-Pak 1/2
649;01178700;1200;Blumenhaus;1A FLORALES ANGELI @ LINK;BLUMEN + PRÄSENTE - weltweit - e.K.;Am Bahnhof 3;36037;Fulda;0271;1;Pak 2/2;1;0271-Pak 2/2;;;;;;0271-Pak 2/2
998;01759400;1200;Blumenhaus;Blumen Klarhöfer Frank Klarhöfer;;Lessingstr. 68-70;38440;Wolfsburg;0272;1;Pak 1/2;26,7;0272-Pak 1/2;Pak 2/2;;1;;27,7;0272-Pak 1/2
998;01759400;1200;Blumenhaus;Blumen Klarhöfer Frank Klarhöfer;;Lessingstr. 68-70;38440;Wolfsburg;0272;1;Pak 2/2;1;0272-Pak 2/2;;;;;;0272-Pak 2/2
3096;06035600;1200;Blumenhaus;Baltin Floristik;Inh. Christina Hempel;Mörser Str. 29;38442;Wolfsburg;0273;1;Pak 1/2;26,7;0273-Pak 1/2;Pak 2/2;;1;;27,7;0273-Pak 1/2
3096;06035600;1200;Blumenhaus;Baltin Floristik;Inh. Christina Hempel;Mörser Str. 29;38442;Wolfsburg;0273;1;Pak 2/2;1;0273-Pak 2/2;;;;;;0273-Pak 2/2
3867;08281200;1200;Blumenhaus;Blumenbinderei Scilla Witte;Schachtner KG;Friedrich-Ebert-Str. 13b;38820;Halberstadt;0274;1;Pak 1/2;26,7;0274-Pak 1/2;Pak 2/2;;1;;27,7;0274-Pak 1/2
3867;08281200;1200;Blumenhaus;Blumenbinderei Scilla Witte;Schachtner KG;Friedrich-Ebert-Str. 13b;38820;Halberstadt;0274;1;Pak 2/2;1;0274-Pak 2/2;;;;;;0274-Pak 2/2
380;00709800;1200;Blumenhaus;Linka,;Christian, Blumenhaus Linka;Jütrichauer Str. 15;39261;Zerbst;0275;1;Pak 1/2;26,7;0275-Pak 1/2;Pak 2/2;;1;;27,7;0275-Pak 1/2
380;00709800;1200;Blumenhaus;Linka,;Christian, Blumenhaus Linka;Jütrichauer Str. 15;39261;Zerbst;0275;1;Pak 2/2;1;0275-Pak 2/2;;;;;;0275-Pak 2/2
2924;05570000;1200;Blumenhaus;Markowitz,;Bernd;Stephanstr. 2;42119;Wuppertal;0276;1;Pak 1/2;26,7;0276-Pak 1/2;Pak 2/2;;1;;27,7;0276-Pak 1/2
2924;05570000;1200;Blumenhaus;Markowitz,;Bernd;Stephanstr. 2;42119;Wuppertal;0276;1;Pak 2/2;1;0276-Pak 2/2;;;;;;0276-Pak 2/2
2970;05673500;1200;Blumenhaus;Niehüser;Frank, Blumen Niehüser;Neumühler Str. 37;46149;Oberhausen;0277;1;Pak 1/2;26,7;0277-Pak 1/2;Pak 2/2;;1;;27,7;0277-Pak 1/2
2970;05673500;1200;Blumenhaus;Niehüser;Frank, Blumen Niehüser;Neumühler Str. 37;46149;Oberhausen;0277;1;Pak 2/2;1;0277-Pak 2/2;;;;;;0277-Pak 2/2
5226;22463800;1200;Blumenhaus;Müller,;Iris, Lily deluxe;Krefelder Str. 68;50670;Köln;0278;1;Pak 1/2;26,7;0278-Pak 1/2;Pak 2/2;;1;;27,7;0278-Pak 1/2
5226;22463800;1200;Blumenhaus;Müller,;Iris, Lily deluxe;Krefelder Str. 68;50670;Köln;0278;1;Pak 2/2;1;0278-Pak 2/2;;;;;;0278-Pak 2/2
1054;01850700;1200;Blumenhaus;Mirgel-Löffler,;Christiane, Blumen Wind;Bonner Str. 461;50968;Köln;0279;1;Pak 1/2;26,7;0279-Pak 1/2;Pak 2/2;;1;;27,7;0279-Pak 1/2
1054;01850700;1200;Blumenhaus;Mirgel-Löffler,;Christiane, Blumen Wind;Bonner Str. 461;50968;Köln;0279;1;Pak 2/2;1;0279-Pak 2/2;;;;;;0279-Pak 2/2
1704;03012500;1200;Blumenhaus;Blumencenter Chudziak GmbH;;Westpromenade 50;52525;Heinsberg;0280;1;Pak 1/2;26,7;0280-Pak 1/2;Pak 2/2;;1;;27,7;0280-Pak 1/2
1704;03012500;1200;Blumenhaus;Blumencenter Chudziak GmbH;;Westpromenade 50;52525;Heinsberg;0280;1;Pak 2/2;1;0280-Pak 2/2;;;;;;0280-Pak 2/2
583;01063800;1200;Blumenhaus;Hallatsch,;Sonja, Stilecht-VolmeGalerie;Friedrich-Ebert-Platz 3;58095;Hagen;0281;1;Pak 1/2;26,7;0281-Pak 1/2;Pak 2/2;;1;;27,7;0281-Pak 1/2
583;01063800;1200;Blumenhaus;Hallatsch,;Sonja, Stilecht-VolmeGalerie;Friedrich-Ebert-Platz 3;58095;Hagen;0281;1;Pak 2/2;1;0281-Pak 2/2;;;;;;0281-Pak 2/2
1979;03571900;1200;Blumenhaus;Blumen-Kunst,;Kurt Kunst ohg;Frankfurter Str. 52;63263;Neu-Isenburg;0282;1;Pak 1/2;26,7;0282-Pak 1/2;Pak 2/2;;1;;27,7;0282-Pak 1/2
1979;03571900;1200;Blumenhaus;Blumen-Kunst,;Kurt Kunst ohg;Frankfurter Str. 52;63263;Neu-Isenburg;0282;1;Pak 2/2;1;0282-Pak 2/2;;;;;;0282-Pak 2/2
4695;11660500;1200;Blumenhaus;Blumen Werner;Inh. Holger Werner;Stolberger Str. 2;65205;Wiesbaden;0283;1;Pak 1/2;26,7;0283-Pak 1/2;Pak 2/2;;1;;27,7;0283-Pak 1/2
4695;11660500;1200;Blumenhaus;Blumen Werner;Inh. Holger Werner;Stolberger Str. 2;65205;Wiesbaden;0283;1;Pak 2/2;1;0283-Pak 2/2;;;;;;0283-Pak 2/2
4751;11867300;1200;Blumenhaus;Schubbach,;Horst;Quellenweg 4;65510;Idstein;0284;1;Pak 1/2;26,7;0284-Pak 1/2;Pak 2/2;;1;;27,7;0284-Pak 1/2
4751;11867300;1200;Blumenhaus;Schubbach,;Horst;Quellenweg 4;65510;Idstein;0284;1;Pak 2/2;1;0284-Pak 2/2;;;;;;0284-Pak 2/2
1175;02059200;1200;Blumenhaus;Birtel;Jenny, Floristik by Jenny;Untere Bliesstr. 73;66539;Neunkirchen;0285;1;Pak 1/2;26,7;0285-Pak 1/2;Pak 2/2;;1;;27,7;0285-Pak 1/2
1175;02059200;1200;Blumenhaus;Birtel;Jenny, Floristik by Jenny;Untere Bliesstr. 73;66539;Neunkirchen;0285;1;Pak 2/2;1;0285-Pak 2/2;;;;;;0285-Pak 2/2
3185;06292400;1200;Blumenhaus;Blumen-Heß e.K.;Inh. Ulrike Heß-Nähr;Echterdinger Str. 37;70771;Leinfelden-Echterdingen;0286;1;Pak 1/2;26,7;0286-Pak 1/2;Pak 2/2;;1;;27,7;0286-Pak 1/2
3185;06292400;1200;Blumenhaus;Blumen-Heß e.K.;Inh. Ulrike Heß-Nähr;Echterdinger Str. 37;70771;Leinfelden-Echterdingen;0286;1;Pak 2/2;1;0286-Pak 2/2;;;;;;0286-Pak 2/2
1056;01859600;1200;Blumenhaus;Gerber GbR,;Ulrike und David;Marktstr. 5;73230;Kirchheim;0287;1;Pak 1/2;26,7;0287-Pak 1/2;Pak 2/2;;1;;27,7;0287-Pak 1/2
1056;01859600;1200;Blumenhaus;Gerber GbR,;Ulrike und David;Marktstr. 5;73230;Kirchheim;0287;1;Pak 2/2;1;0287-Pak 2/2;;;;;;0287-Pak 2/2
3172;06254500;1200;Blumenhaus;Blumen-Dürr GmbH;;Bernhardstr. 8;76131;Karlsruhe;0288;1;Pak 1/2;26,7;0288-Pak 1/2;Pak 2/2;;1;;27,7;0288-Pak 1/2
3172;06254500;1200;Blumenhaus;Blumen-Dürr GmbH;;Bernhardstr. 8;76131;Karlsruhe;0288;1;Pak 2/2;1;0288-Pak 2/2;;;;;;0288-Pak 2/2
3502;07221500;1200;Blumenhaus;Renschler,;Wolfgang;Bahnhofsanlage 6;76437;Rastatt;0289;1;Pak 1/2;26,7;0289-Pak 1/2;Pak 2/2;;1;;27,7;0289-Pak 1/2
3502;07221500;1200;Blumenhaus;Renschler,;Wolfgang;Bahnhofsanlage 6;76437;Rastatt;0289;1;Pak 2/2;1;0289-Pak 2/2;;;;;;0289-Pak 2/2
350;00667200;1200;Blumenhaus;Blumen-Bindekunst Udo Sieg;Inh. Peter Sieg;Luisenstr. 1;76646;Bruchsal;0290;1;Pak 1/2;26,7;0290-Pak 1/2;Pak 2/2;;1;;27,7;0290-Pak 1/2
350;00667200;1200;Blumenhaus;Blumen-Bindekunst Udo Sieg;Inh. Peter Sieg;Luisenstr. 1;76646;Bruchsal;0290;1;Pak 2/2;1;0290-Pak 2/2;;;;;;0290-Pak 2/2
1190;02081200;1200;Blumenhaus;Kiesel,;Roland, Blumen Kiesel Botanico;Tullastr. 5a;77955;Ettenheim;0291;1;Pak 1/2;26,7;0291-Pak 1/2;Pak 2/2;;1;;27,7;0291-Pak 1/2
1190;02081200;1200;Blumenhaus;Kiesel,;Roland, Blumen Kiesel Botanico;Tullastr. 5a;77955;Ettenheim;0291;1;Pak 2/2;1;0291-Pak 2/2;;;;;;0291-Pak 2/2
2458;04522800;1200;Blumenhaus;Bayerl,;Andrea, Florales Schmuckkasterl;Verdistr. 73;81247;München;0292;1;Pak 1/2;26,7;0292-Pak 1/2;Pak 2/2;;1;;27,7;0292-Pak 1/2
2458;04522800;1200;Blumenhaus;Bayerl,;Andrea, Florales Schmuckkasterl;Verdistr. 73;81247;München;0292;1;Pak 2/2;1;0292-Pak 2/2;;;;;;0292-Pak 2/2
3016;05828100;1200;Blumenhaus;Wiplinger,;Christine, Blumen Hiltner;Wilhelm-Keim-Str. 1;82031;Grünwald;0293;1;Pak 1/2;26,7;0293-Pak 1/2;Pak 2/2;;1;;27,7;0293-Pak 1/2
3016;05828100;1200;Blumenhaus;Wiplinger,;Christine, Blumen Hiltner;Wilhelm-Keim-Str. 1;82031;Grünwald;0293;1;Pak 2/2;1;0293-Pak 2/2;;;;;;0293-Pak 2/2
444;00813400;1200;Blumenhaus;Blumenhaus Nagengast;Inh. Karin Schäfer;Plattnerstr. 1;97070;Würzburg;0294;1;Pak 1/2;26,7;0294-Pak 1/2;Pak 2/2;;1;;27,7;0294-Pak 1/2
444;00813400;1200;Blumenhaus;Blumenhaus Nagengast;Inh. Karin Schäfer;Plattnerstr. 1;97070;Würzburg;0294;1;Pak 2/2;1;0294-Pak 2/2;;;;;;0294-Pak 2/2
2986;05724500;1200;Blumenhaus;Lützkendorf,;Tobias, Euroflor;Friedrich-König-Str. 21;98527;Suhl;0295;1;Pak 1/2;26,7;0295-Pak 1/2;Pak 2/2;;1;;27,7;0295-Pak 1/2
2986;05724500;1200;Blumenhaus;Lützkendorf,;Tobias, Euroflor;Friedrich-König-Str. 21;98527;Suhl;0295;1;Pak 2/2;1;0295-Pak 2/2;;;;;;0295-Pak 2/2
